trajectory_id,seed,arm,original_role,v2_role,anchor,bank,method,n,target,view,replicas,bias,rms_bias,rmse,theoretical_variance,empirical_variance,empirical_to_theoretical_variance,pX_error_ss,pX_truth_ss,v_error_ss,v_truth_ss,mass_residual_rms,packet_source,packet_sha256,pX_group_pointwise_normal_width_q95,pX_empirical_zero_group_variance_count,v_group_pointwise_normal_width_q95,v_empirical_zero_group_variance_count,unobserved_X_prompt_replicas,interval_type,zero_empirical_variance_means_safety
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,0,O_IND,64,joint_1_minus_joint_0,helmert,8,-2.288871253024954e-19,0.019529687230084216,0.06061655405082011,0.003832173178531969,0.003763380504789808,0.9820486521518543,0.006963507008377905,4.0934466291735335e-06,0.009559141465341791,0.0001325661443800478,0.0,/Users/louis/Documents/ChatGPT/dissertation-ntu/.worktrees/ssvc-modeling-contrast-v2-20260915/ssvc_flow/runs/modeling_contrast_v2/N1/packets/seed101_X_BASE/a0/O_IND_n64,eb6629b16aec0271b8a6fa11636843fa12f1e84a42baf8482175a7c5726157c2,0.054014203172549555,0,0.06656232527368058,0,1,EMPIRICAL_POINTWISE_NORMAL_APPROXIMATION_NOT_CERTIFIED,False
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,0,O_IND,64,joint_1_minus_joint_0,raw_event,8,-2.8912057932946783e-19,0.019529687230084213,0.0606165540508201,0.003832173178531968,0.003763380504789807,0.9820486521518543,0.006963507008377904,4.0934466291735335e-06,0.00955914146534179,0.0001325661443800478,0.0,/Users/louis/Documents/ChatGPT/dissertation-ntu/.worktrees/ssvc-modeling-contrast-v2-20260915/ssvc_flow/runs/modeling_contrast_v2/N1/packets/seed101_X_BASE/a0/O_IND_n64,eb6629b16aec0271b8a6fa11636843fa12f1e84a42baf8482175a7c5726157c2,,,,,1,EMPIRICAL_POINTWISE_NORMAL_APPROXIMATION_NOT_CERTIFIED,False
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,0,O_IND,64,no_x_off_1_minus_joint_0,helmert,8,1.831097002419963e-18,0.020029954689607294,0.060221301013954856,0.003842296455377729,0.003686178298223587,0.9593685289599044,0.007664384001020164,6.988377070497033e-08,0.010592618096750248,1.9457271574211544e-05,0.0,/Users/louis/Documents/ChatGPT/dissertation-ntu/.worktrees/ssvc-modeling-contrast-v2-20260915/ssvc_flow/runs/modeling_contrast_v2/N1/packets/seed101_X_BASE/a0/O_IND_n64,eb6629b16aec0271b8a6fa11636843fa12f1e84a42baf8482175a7c5726157c2,0.05495229593953056,0,0.06580861465309906,0,0,EMPIRICAL_POINTWISE_NORMAL_APPROXIMATION_NOT_CERTIFIED,False
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,0,O_IND,64,no_x_off_1_minus_joint_0,raw_event,8,1.6142565679228622e-18,0.02002995468960729,0.06022130101395485,0.0038422964553777275,0.003686178298223586,0.9593685289599045,0.007664384001020164,6.988377070497033e-08,0.010592618096750247,1.9457271574211544e-05,0.0,/Users/louis/Documents/ChatGPT/dissertation-ntu/.worktrees/ssvc-modeling-contrast-v2-20260915/ssvc_flow/runs/modeling_contrast_v2/N1/packets/seed101_X_BASE/a0/O_IND_n64,eb6629b16aec0271b8a6fa11636843fa12f1e84a42baf8482175a7c5726157c2,,,,,0,EMPIRICAL_POINTWISE_NORMAL_APPROXIMATION_NOT_CERTIFIED,False
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,1,O_IND,64,joint_1_minus_joint_0,helmert,8,3.614007241618348e-20,0.022099777504601244,0.06398171578751054,0.003843765349494673,0.004120296902126737,1.071942880870295,0.00712958816513732,1.601846652791773e-08,0.01031179781958989,3.6051408594141306e-06,0.0,/Users/louis/Documents/ChatGPT/dissertation-ntu/.worktrees/ssvc-modeling-contrast-v2-20260915/ssvc_flow/runs/modeling_contrast_v2/N1/packets/seed101_X_BASE/a0/O_IND_n64,eb6629b16aec0271b8a6fa11636843fa12f1e84a42baf8482175a7c5726157c2,0.05438253393096938,0,0.06577638751001495,0,0,EMPIRICAL_POINTWISE_NORMAL_APPROXIMATION_NOT_CERTIFIED,False
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,1,O_IND,64,joint_1_minus_joint_0,raw_event,8,-1.2046690805394494e-19,0.022099777504601237,0.06398171578751052,0.0038437653494946713,0.004120296902126736,1.0719428808702955,0.007129588165137319,1.601846652791773e-08,0.010311797819589887,3.6051408594141306e-06,0.0,/Users/louis/Documents/ChatGPT/dissertation-ntu/.worktrees/ssvc-modeling-contrast-v2-20260915/ssvc_flow/runs/modeling_contrast_v2/N1/packets/seed101_X_BASE/a0/O_IND_n64,eb6629b16aec0271b8a6fa11636843fa12f1e84a42baf8482175a7c5726157c2,,,,,0,EMPIRICAL_POINTWISE_NORMAL_APPROXIMATION_NOT_CERTIFIED,False
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,1,O_IND,64,no_x_off_1_minus_joint_0,helmert,8,3.614007241618348e-20,0.022099777504601244,0.06398171578751054,0.003843765349494672,0.004120296902126737,1.0719428808702953,0.00712958816513732,1.601846652791773e-08,0.01031179781958989,3.6051408594141306e-06,0.0,/Users/louis/Documents/ChatGPT/dissertation-ntu/.worktrees/ssvc-modeling-contrast-v2-20260915/ssvc_flow/runs/modeling_contrast_v2/N1/packets/seed101_X_BASE/a0/O_IND_n64,eb6629b16aec0271b8a6fa11636843fa12f1e84a42baf8482175a7c5726157c2,0.05438253393096938,0,0.06577638751001495,0,0,EMPIRICAL_POINTWISE_NORMAL_APPROXIMATION_NOT_CERTIFIED,False
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,1,O_IND,64,no_x_off_1_minus_joint_0,raw_event,8,-1.2046690805394494e-19,0.022099777504601237,0.06398171578751052,0.0038437653494946713,0.004120296902126736,1.0719428808702955,0.007129588165137319,1.601846652791773e-08,0.010311797819589887,3.6051408594141306e-06,0.0,/Users/louis/Documents/ChatGPT/dissertation-ntu/.worktrees/ssvc-modeling-contrast-v2-20260915/ssvc_flow/runs/modeling_contrast_v2/N1/packets/seed101_X_BASE/a0/O_IND_n64,eb6629b16aec0271b8a6fa11636843fa12f1e84a42baf8482175a7c5726157c2,,,,,0,EMPIRICAL_POINTWISE_NORMAL_APPROXIMATION_NOT_CERTIFIED,False
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,2,O_IND,64,joint_1_minus_joint_0,helmert,8,2.927345865710862e-18,0.022885011378775875,0.06269401729427933,0.0038209049416077206,0.003893504067072793,1.0190005055280242,0.00994866974143512,8.80756633590253e-06,0.019052538437240942,0.00016567448600135183,0.0,/Users/louis/Documents/ChatGPT/dissertation-ntu/.worktrees/ssvc-modeling-contrast-v2-20260915/ssvc_flow/runs/modeling_contrast_v2/N1/packets/seed101_X_BASE/a0/O_IND_n64,eb6629b16aec0271b8a6fa11636843fa12f1e84a42baf8482175a7c5726157c2,0.056615803632685015,0,0.06520089614765741,0,1,EMPIRICAL_POINTWISE_NORMAL_APPROXIMATION_NOT_CERTIFIED,False
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,2,O_IND,64,joint_1_minus_joint_0,raw_event,8,2.457524924300477e-18,0.022885011378775875,0.06269401729427931,0.0038209049416077193,0.003893504067072793,1.0190005055280245,0.009948669741435118,8.80756633590253e-06,0.019052538437240935,0.00016567448600135183,0.0,/Users/louis/Documents/ChatGPT/dissertation-ntu/.worktrees/ssvc-modeling-contrast-v2-20260915/ssvc_flow/runs/modeling_contrast_v2/N1/packets/seed101_X_BASE/a0/O_IND_n64,eb6629b16aec0271b8a6fa11636843fa12f1e84a42baf8482175a7c5726157c2,,,,,1,EMPIRICAL_POINTWISE_NORMAL_APPROXIMATION_NOT_CERTIFIED,False
